바파, 146, 72
마다, 186, 71
다파, 160, 75
차차, 151, 73
자파, 166, 71
파라, 178, 77
타나, 150, 56
파다, 195, 43
마타, 150, 70
자하, 145, 92
나라, 156, 42
하사, 198, 88
자카, 167, 47
자라, 185, 74
타카, 143, 77
바나, 199, 57
카나, 150, 56
가사, 195, 50
가하, 174, 55
자카, 145, 46
가라, 142, 58
차라, 173, 78
사가, 172, 52
자다, 186, 66
하아, 167, 58
자마, 167, 97
가나, 169, 74
아마, 162, 58
다다, 166, 88
마다, 159, 78
아라, 154, 49
마가, 166, 46
자카, 193, 99
가하, 183, 43
아하, 143, 99
차가, 161, 81
파바, 184, 61
하사, 174, 66
하아, 178, 80
라차, 171, 53
자차, 184, 70
다마, 149, 97
바다, 171, 87
바라, 151, 90
차파, 188, 50
라차, 183, 82
차마, 172, 81
아가, 145, 58
하카, 174, 76
자바, 192, 64
타나, 193, 68
자사, 194, 67
바마, 146, 56
다다, 161, 61
나사, 189, 69
자마, 183, 74
파다, 149, 89
하파, 144, 96
라바, 143, 77
마파, 144, 80
자라, 177, 85
마다, 182, 88
차타, 164, 65
차타, 179, 70
가자, 142, 90
자차, 170, 58
카하, 192, 61
마하, 196, 56
아바, 144, 63
라사, 172, 89
파마, 173, 64
사마, 191, 99
다자, 185, 81
마마, 189, 77
다다, 147, 92
사사, 159, 40
파다, 199, 97
나타, 190, 79
하나, 161, 50
카파, 169, 48
사나, 193, 82
아라, 198, 93
라가, 146, 73
카자, 146, 73
라카, 155, 91
차자, 167, 40
라라, 151, 95
바마, 196, 85
차하, 146, 85
바사, 164, 54
가바, 164, 84
자하, 160, 72
차사, 197, 72
타라, 148, 92
차차, 145, 71
마카, 151, 61
자파, 144, 54
라마, 189, 92
사타, 197, 71
카라, 151, 80
타파, 199, 50
카사, 156, 54
아하, 155, 66
아타, 175, 59
라파, 181, 60
사바, 151, 97
카파, 176, 74
가하, 196, 77
카라, 164, 45
마하, 180, 47
마다, 142, 40
다마, 197, 87
자다, 144, 74
자타, 194, 64
파사, 188, 50
바아, 154, 41
가자, 188, 72
다아, 155, 58
차카, 150, 61
다카, 181, 81
바마, 144, 51
바자, 147, 97
다마, 157, 64
카마, 161, 48
사다, 162, 56
가차, 180, 98
아라, 187, 80
라하, 173, 96
사하, 193, 92
자라, 150, 47
자나, 169, 78
파나, 184, 83
아자, 142, 87
아하, 197, 87
나마, 152, 56
타다, 152, 64
사다, 143, 65
자마, 177, 46
파파, 167, 55
마라, 179, 54
가나, 181, 81
다다, 193, 44
사가, 171, 73
파차, 193, 93
가차, 195, 98
아가, 171, 80
가하, 154, 70
하마, 154, 75
아나, 149, 44
아가, 153, 78
카가, 165, 60
라나, 196, 87
자사, 141, 87
카라, 142, 99
타사, 165, 74
라카, 142, 45
라자, 153, 62
나차, 142, 48
타나, 188, 56
마차, 172, 92
다차, 154, 40
아파, 156, 55
가자, 151, 96
하아, 169, 56
나라, 175, 72
아아, 163, 80
다가, 160, 91
아하, 197, 54
다나, 176, 40
마카, 181, 89
하자, 197, 86
마가, 155, 45
라바, 147, 99
차차, 150, 87
바바, 165, 82
하아, 187, 97
라하, 173, 69
아바, 152, 83
다마, 142, 85
바마, 169, 50
파라, 189, 59
나가, 173, 60
아타, 190, 53
마자, 175, 53
카사, 191, 65
카자, 173, 65
라차, 161, 84
하카, 148, 87
가자, 156, 79
다아, 163, 78
자바, 143, 44
나카, 151, 44
자차, 144, 83
마아, 159, 91
카아, 173, 74
다하, 162, 61
라타, 160, 48
바자, 153, 57
마하, 182, 62
아나, 145, 91
마타, 153, 45
나마, 192, 67
라카, 147, 87
사하, 190, 99
사사, 141, 45
사아, 150, 99
타하, 183, 58
카아, 175, 90
차차, 157, 57
타라, 182, 74
차라, 192, 86
라가, 150, 46
자마, 174, 48
나사, 149, 73
마바, 186, 59
차마, 149, 90
아아, 156, 82
다마, 150, 83
다라, 149, 78
가하, 173, 46
바나, 174, 81
차차, 149, 47
마자, 190, 64
사타, 150, 65
하마, 191, 74
바라, 194, 63
다다, 145, 54
타라, 141, 92
가마, 151, 82
가자, 149, 87
마바, 145, 74
마타, 197, 47
파나, 182, 76
라타, 164, 68
자마, 190, 72
가자, 163, 68
자파, 186, 40
파타, 164, 92
아마, 168, 40
카아, 175, 57
파다, 147, 46
파하, 151, 45
파아, 144, 74
아마, 142, 62
사마, 141, 56
타바, 173, 50
나라, 151, 65
하타, 199, 57
자파, 190, 42
자차, 157, 90
가카, 150, 99
파마, 181, 74
차라, 174, 74
마차, 146, 42
타사, 179, 74
아마, 153, 55
사가, 196, 79
가자, 158, 75
마하, 187, 72
카타, 192, 76
다다, 151, 52
아자, 179, 66
바차, 179, 55
아가, 184, 84
카다, 171, 78
나라, 183, 97
파마, 175, 45
아카, 153, 99
카타, 185, 67
자하, 162, 77
바아, 196, 71
타나, 178, 75
나라, 148, 77
마카, 176, 50
마나, 159, 45
타타, 192, 43
차다, 149, 49
라바, 154, 81
가마, 162, 77
파파, 178, 69
타자, 196, 82
카마, 166, 88
카아, 194, 95
하마, 183, 72
바라, 183, 96
라나, 178, 88
차마, 190, 77
나아, 193, 75
자파, 182, 67
하라, 189, 42
다가, 189, 61
파차, 187, 72
자가, 162, 96
차자, 159, 57
자파, 158, 83
사나, 156, 82
나사, 159, 84
아하, 189, 59
바다, 147, 62
카파, 155, 88
파아, 142, 54
바카, 157, 71
하라, 151, 60
타파, 176, 53
자나, 172, 91
아가, 158, 70
차자, 166, 95
가바, 159, 61
카아, 178, 96
나자, 170, 83
사사, 175, 73
바라, 163, 40
타바, 185, 79
가다, 189, 95
파다, 145, 75
파파, 176, 80
나파, 164, 84
라차, 152, 41
타차, 151, 44
다바, 186, 48
차나, 195, 80
나다, 191, 75
하카, 147, 65
타라, 171, 75
나파, 173, 78
라가, 155, 44
카자, 153, 86
나나, 196, 42
가자, 174, 99
타파, 187, 92
차자, 193, 85
라마, 186, 85
사아, 144, 77
마마, 189, 67
타다, 165, 90
차하, 155, 92
사마, 170, 79
하라, 145, 54
자마, 150, 47
타파, 170, 79
차바, 151, 69
라마, 147, 70
사라, 179, 94
다카, 189, 73
파차, 170, 77
자마, 181, 85
아다, 149, 57
가나, 147, 73
가바, 151, 47
사라, 149, 64
나하, 150, 63
타자, 167, 55
마하, 197, 94
가타, 181, 82
자카, 151, 90
마사, 161, 45
차타, 183, 78
카바, 165, 64
타사, 184, 94
파차, 150, 87
가다, 191, 52
나하, 156, 59
차가, 159, 98
다다, 156, 59
가라, 198, 61
바차, 185, 43
차나, 163, 49
파파, 185, 83
다카, 145, 96
마라, 178, 62
카나, 195, 84
바아, 164, 74
차바, 194, 65
가바, 164, 87
카하, 197, 74
바사, 143, 83
하나, 150, 68
가파, 146, 81
카자, 199, 83
라타, 189, 55
라바, 142, 51
다카, 198, 47
아타, 192, 73
가자, 165, 56
바마, 176, 84
사자, 175, 91
파차, 174, 77
아차, 187, 90
카차, 159, 95
카카, 164, 90
마사, 141, 46
나차, 142, 60
바차, 153, 64
사하, 146, 81
카차, 150, 53
아마, 155, 85
사라, 149, 42
가차, 144, 51
라차, 149, 94
자가, 193, 69
다아, 156, 75
타라, 164, 87
나가, 154, 82
라카, 155, 51
카나, 182, 46
타파, 143, 87
차차, 154, 48
다하, 157, 75
나파, 168, 84
아파, 187, 67
아카, 141, 69
타자, 168, 76
가하, 174, 49
마타, 158, 96
사바, 148, 64
아카, 158, 89
파타, 175, 64
타다, 157, 42
타차, 195, 48
타타, 175, 90
바카, 144, 58
마카, 173, 72
차차, 169, 58
타차, 172, 85
차마, 161, 55
파가, 179, 66
아타, 184, 92
파자, 151, 43
바라, 188, 82
타라, 166, 44
나파, 159, 89
바마, 166, 48
다아, 162, 48
하자, 172, 94
나사, 179, 47
마바, 164, 88
파자, 187, 58
가사, 162, 57
아가, 173, 47
사다, 177, 46
다하, 194, 66
자가, 173, 70
바차, 156, 92
사아, 196, 45
하바, 183, 74
다나, 154, 62
나자, 194, 54
자차, 165, 52
아가, 189, 74
사파, 172, 42
가다, 144, 61
라타, 188, 59
바마, 147, 73
바바, 150, 90
바나, 189, 79
차가, 180, 80
바하, 161, 60
가하, 191, 79
다파, 171, 93
하가, 181, 86
바라, 167, 67
사아, 157, 71
라하, 190, 64
마바, 151, 85
마파, 199, 56
바사, 151, 64
바차, 176, 62
차다, 172, 93
가타, 143, 63
가카, 141, 65
아타, 177, 48
하나, 174, 92
사가, 184, 94
마다, 152, 78
가차, 168, 68
가차, 161, 55
자파, 199, 70
차가, 147, 82
바마, 193, 80
마가, 158, 73
카파, 157, 97
나사, 142, 78
나파, 141, 51
라하, 189, 42
다자, 150, 71
카마, 167, 62
가마, 193, 62
카자, 174, 48
바자, 148, 68
바사, 179, 95
나파, 178, 55
하라, 196, 65
사자, 160, 83
차하, 167, 83
자타, 191, 47
사카, 159, 78
아마, 192, 48
파다, 192, 95
자자, 148, 86
자하, 174, 56
카차, 179, 68
사라, 173, 80
다차, 156, 96
라아, 150, 44
사마, 151, 73
나타, 180, 54
아파, 173, 74
사나, 144, 44
사카, 189, 49
바하, 178, 98
타자, 153, 53
바나, 169, 90
카차, 180, 96
가라, 188, 78
카다, 145, 47
바나, 159, 83
차타, 185, 64
라아, 142, 47
자파, 181, 69
나라, 180, 82
사차, 176, 72
바바, 185, 48
파바, 196, 42
라나, 179, 78
사라, 147, 96
아타, 162, 59
라자, 145, 65
라다, 173, 43
하바, 199, 86
파차, 168, 46
아마, 186, 93
파파, 175, 88
타마, 175, 95
마하, 163, 90
타하, 194, 58
자파, 152, 94
자자, 152, 48
나바, 184, 60
나아, 162, 78
나하, 159, 83
다바, 183, 96
가아, 170, 74
카다, 189, 68
마다, 146, 66
차라, 158, 87
사카, 175, 95
나다, 156, 49
자라, 171, 78
사자, 164, 84
자가, 141, 58
나바, 167, 92
타다, 164, 40
라다, 175, 84
아다, 168, 84
하아, 186, 62
아카, 194, 96
하나, 180, 75
파마, 145, 52
바바, 194, 95
마가, 180, 90
자바, 178, 55
자하, 197, 59
가나, 149, 84
하아, 191, 55
다가, 181, 73
하타, 188, 55
라사, 183, 76
사라, 159, 43
사하, 184, 90
바나, 140, 97
사타, 191, 47
아자, 195, 84
사하, 153, 96
카나, 146, 99
자나, 197, 73
가타, 176, 53
파카, 174, 72
자차, 199, 84
사사, 185, 53
자마, 150, 60
하하, 178, 97
라다, 167, 50
카나, 161, 94
다아, 170, 82
타가, 196, 96
나카, 176, 57
차라, 185, 94
차자, 165, 84
마다, 191, 56
가사, 179, 89
마파, 155, 48
가마, 144, 64
타라, 164, 67
사차, 164, 81
마파, 178, 52
하라, 175, 68
하가, 146, 62
다하, 187, 91
파사, 174, 69
다사, 187, 74
라마, 159, 59
하하, 199, 98
다카, 143, 68
나차, 167, 60
타타, 142, 73
바하, 199, 78
나하, 151, 71
라파, 144, 52
자아, 147, 63
다하, 174, 46
다바, 168, 55
나다, 185, 48
가타, 164, 75
아나, 180, 74
자다, 165, 98
타라, 190, 93
사다, 157, 50
자카, 169, 67
라마, 194, 52
다사, 160, 81
타아, 185, 86
나바, 181, 52
가파, 145, 79
파마, 174, 86
라하, 181, 83
아하, 158, 51
하아, 150, 67
차카, 150, 55
가자, 164, 48
다마, 163, 57
바아, 150, 59
나바, 190, 54
하타, 191, 42
자파, 143, 70
라다, 178, 73
파아, 178, 63
파파, 186, 86
파바, 184, 41
파라, 193, 57
마아, 143, 83
나다, 148, 92
차아, 193, 50
자가, 169, 83
타사, 165, 83
아나, 183, 55
카차, 153, 71
사하, 173, 66
바다, 197, 60
라마, 190, 60
라하, 187, 63
다사, 162, 56
자바, 166, 46
가나, 196, 76
나나, 185, 63
사나, 145, 55
바다, 168, 49
자다, 166, 94
사다, 170, 68
하카, 163, 78
카가, 196, 97
차나, 162, 61
바라, 157, 51
사파, 195, 92
파하, 141, 74
사아, 183, 49
하나, 168, 90
가카, 164, 52
나사, 167, 99
하카, 193, 98
카하, 169, 94
아차, 150, 44
타파, 176, 48
마아, 151, 48
마카, 178, 79
라차, 141, 80
하자, 178, 88
타가, 167, 99
다라, 142, 95
하자, 158, 69
사차, 169, 75
다마, 174, 81
가라, 166, 64
다아, 196, 62
마타, 144, 45
하아, 186, 47
다아, 161, 50
하차, 145, 98
하바, 183, 96
나파, 163, 54
파마, 194, 79
파아, 175, 75
다나, 149, 90
카다, 143, 97
자나, 151, 71
파사, 181, 97
사타, 186, 85
바파, 151, 47
가카, 144, 92
아자, 162, 96
하자, 180, 96
파타, 161, 72
타마, 193, 85
차타, 189, 81
다라, 163, 58
아가, 193, 51
가파, 146, 50
타타, 154, 78
차나, 142, 56
바파, 140, 51
차타, 179, 72
자가, 184, 56
바차, 185, 88
나바, 181, 82
타차, 155, 94
파타, 151, 77
마차, 155, 54
하가, 157, 77
차가, 154, 88
사다, 193, 93
차바, 148, 52
마카, 180, 58
다자, 186, 54
타사, 194, 49
바차, 198, 97
파마, 167, 55
사파, 189, 98
라차, 179, 64
파타, 156, 69
아다, 148, 71
다자, 163, 89
하사, 147, 55
차타, 183, 46
타카, 143, 81
자파, 161, 59
타다, 141, 58
마카, 187, 73
자아, 177, 44
다하, 180, 53
차사, 187, 60
